ZCTA,NoReadmission,Year
01340,0.541547941922503,2015
01341,0.539274835796519,2015
01342,0.538780747242396,2015
01344,0.53467719165547,2015
01346,0.544868687922306,2015
01347,0.534267338882733,2015
01349,0.536821465746697,2015
01351,0.542896125921492,2015
01354,0.538229349994889,2015
01360,0.536166960230305,2015
01367,0.54511228585435,2015
01370,0.544884855308084,2015
01375,0.542411631255985,2015
01376,0.549094688152235,2015
01068,0.536804228507065,2015
01505,0.536345257794686,2015
01520,0.53839066533311,2015
01522,0.541223464364223,2015
01524,0.527171621980981,2015
01527,0.543080385252184,2015
01536,0.536780865382338,2015
01541,0.547294268987853,2015
01542,0.548476271395257,2015
01543,0.545447293616195,2015
01545,0.5364016690197,2015
01560,0.534724592265058,2015
01562,0.552262838181277,2015
01583,0.53991371054597,2015
01590,0.54245307920437,2015
01602,0.544112377252698,2015
01603,0.540842635091788,2015
01604,0.544132814200265,2015
01605,0.536170118339406,2015
01606,0.531475164701003,2015
01607,0.541752445798218,2015
01608,0.539635732584454,2015
01609,0.551166081201146,2015
01610,0.528915362237656,2015
01611,0.535743089165401,2015
01612,0.537541513818097,2015
01730,0.525135831141079,2015
01731,0.521466600958155,2015
01741,0.513524916683165,2015
01801,0.522784051658647,2015
01803,0.525155375225548,2015
01821,0.518238638188451,2015
01862,0.525564752888212,2015
01864,0.523316628626295,2015
01867,0.518662676561464,2015
01880,0.532020859579551,2015
01887,0.527112249918203,2015
01890,0.528983904901037,2015
01901,0.522471941784983,2015
01902,0.527112404904063,2015
01904,0.522215327798662,2015
01905,0.522342595463982,2015
01906,0.531341007379461,2015
01907,0.526272427232316,2015
01908,0.528401811416035,2015
01915,0.520974164225186,2015
01921,0.516816748994795,2015
01923,0.523920809545189,2015
01929,0.523146991772251,2015
01930,0.521203956857666,2015
01937,0.529192673868052,2015
01938,0.52942694809657,2015
01940,0.525222436813923,2015
01944,0.5171278748413,2015
01945,0.515693831072272,2015
01949,0.516102522805566,2015
01960,0.525286537666131,2015
01966,0.518790855312906,2015
01969,0.528685274581227,2015
01970,0.529504268843726,2015
01982,0.519444964232554,2015
01983,0.522917454492046,2015
01984,0.523759002956786,2015
02108,0.523472948167496,2015
02109,0.528720936632448,2015
02110,0.522585838015235,2015
02111,0.521831476108739,2015
02113,0.522347557325158,2015
02114,0.522720582465597,2015
02115,0.508257104676824,2015
02116,0.522570647011429,2015
02118,0.526768918574648,2015
02119,0.538128535614488,2015
02120,0.519982796872419,2015
02121,0.530099904997837,2015
02122,0.523043631265847,2015
02124,0.523405378526603,2015
02125,0.522286673729142,2015
02126,0.529312166734244,2015
02127,0.523576795994653,2015
02128,0.528880022657996,2015
02129,0.521172726007646,2015
02130,0.52526881688431,2015
02131,0.528834835871423,2015
02132,0.523516821947652,2015
02134,0.518151611944691,2015
02135,0.529449177680801,2015
02136,0.53161735790019,2015
02138,0.52487941902926,2015
02139,0.521600318970016,2015
02140,0.530264813300172,2015
02141,0.526694827865535,2015
02142,0.526530551701722,2015
02143,0.525390189202088,2015
02144,0.530585468409512,2015
02145,0.523915882127561,2015
02148,0.528535471954093,2015
02149,0.532846030141527,2015
02150,0.506179264426748,2015
02151,0.526958634901108,2015
02152,0.524025851873012,2015
02155,0.529810604131667,2015
02163,0.522054355678875,2015
02176,0.530796821901618,2015
02180,0.525303260069432,2015
02199,0.531881689889807,2015
02203,0.522943559359947,2015
02210,0.515210940117615,2015
02215,0.5175886242909,2015
02420,0.520016375594854,2015
02421,0.520095773967984,2015
02445,0.514159500937836,2015
02446,0.519241355146729,2015
02451,0.526395967317248,2015
02452,0.515239243272997,2015
02453,0.522250309571522,2015
02457,0.519127926454317,2015
02458,0.524289689057323,2015
02459,0.529074119458459,2015
02460,0.521613247419203,2015
02461,0.527528059404183,2015
02462,0.520771052021218,2015
02464,0.527313759238005,2015
02465,0.52770788316295,2015
02466,0.522104150723317,2015
02467,0.516719169713529,2015
02468,0.527460371824803,2015
02472,0.527524232746034,2015
02474,0.526307801053209,2015
02476,0.524590735088925,2015
02478,0.517971340699087,2015
02481,0.520218334219333,2015
02482,0.52347817024633,2015
02493,0.517575056327493,2015
01810,0.524151357870083,2015
01830,0.538344082883691,2015
01832,0.535832983037258,2015
01833,0.526184765375947,2015
01834,0.527108583051064,2015
01835,0.530392992927916,2015
01840,0.533568941279385,2015
01841,0.529650196113503,2015
01843,0.53049544613661,2015
01844,0.529084453930154,2015
01845,0.534026549236478,2015
01860,0.536713423242834,2015
01913,0.543262667625138,2015
01922,0.529459426155768,2015
01950,0.536497233622835,2015
01951,0.535565273347925,2015
01952,0.539990908917356,2015
01985,0.523471538924559,2015
03865,0.529598531262298,2015
02021,0.536673358100367,2015
02032,0.53510718673435,2015
02035,0.528360869442564,2015
02048,0.534376281004916,2015
02056,0.525391683840669,2015
02062,0.526908326649409,2015
02067,0.53433638310946,2015
02071,0.53943638840363,2015
02072,0.526723940763755,2015
02081,0.534713787386346,2015
02093,0.541715155095912,2015
02169,0.52396923409229,2015
02170,0.535135681350772,2015
02171,0.538524595189276,2015
02186,0.537702106031047,2015
02301,0.534637956976752,2015
02302,0.535321916383805,2015
02322,0.539080184316289,2015
02324,0.537197287500119,2015
02330,0.542625157376004,2015
02332,0.531793926940933,2015
02333,0.537235729544812,2015
02338,0.532261668905929,2015
02341,0.537703532325277,2015
02346,0.527720590423473,2015
02347,0.534035724420707,2015
02351,0.537195159532559,2015
02356,0.532949640423435,2015
02357,0.522347008232434,2015
02360,0.530760672472408,2015
02364,0.531625499944506,2015
02366,0.531637322676742,2015
02367,0.536584666654703,2015
02368,0.525175868405759,2015
02375,0.541590553071573,2015
02379,0.532756095935507,2015
02382,0.537650542585223,2015
02703,0.522783032864562,2015
02715,0.538546991619947,2015
02718,0.531684316702157,2015
02760,0.532061964134721,2015
02762,0.535037983848275,2015
02763,0.53598201959766,2015
02764,0.533427727579547,2015
02766,0.542467298601366,2015
02767,0.533887298042097,2015
02769,0.542249819731314,2015
02771,0.533113573098806,2015
02779,0.532244045821422,2015
02780,0.538011666909476,2015
02025,0.537446222183328,2015
02043,0.525497940825317,2015
02045,0.526881728618767,2015
02047,0.52039442637934,2015
02050,0.525774639013448,2015
02061,0.531362540167047,2015
02066,0.530287705404292,2015
02184,0.532245631493967,2015
02188,0.526033809581662,2015
02189,0.533821553101986,2015
02190,0.526382591968344,2015
02191,0.526272627929072,2015
02339,0.525587759682896,2015
02343,0.518103707059377,2015
02359,0.522396253529565,2015
02370,0.531034726438251,2015
02532,0.522309202704069,2015
02534,0.532252884910872,2015
02536,0.528244886716575,2015
02537,0.53042444081374,2015
02540,0.523933810214972,2015
02542,0.515983759770218,2015
02543,0.524420409015053,2015
02553,0.521089425869088,2015
02556,0.523233640159542,2015
02559,0.521076587320787,2015
02561,0.530667806485688,2015
02562,0.529066330426243,2015
02563,0.518062225911677,2015
02601,0.519890895560912,2015
02630,0.52684868969797,2015
02631,0.509831330539147,2015
02632,0.532572890791754,2015
02633,0.531831084528564,2015
02635,0.528463259280659,2015
02637,0.526027885849752,2015
02638,0.526386784551692,2015
02639,0.523796130734256,2015
02641,0.528985040738692,2015
02642,0.523771429236376,2015
02643,0.521856438321866,2015
02644,0.53479893909265,2015
02645,0.519390300661648,2015
02646,0.5169553941991,2015
02647,0.527017376810244,2015
02648,0.522528704291719,2015
02649,0.53041626861261,2015
02650,0.521992656799261,2015
02651,0.521837582006545,2015
02652,0.523832920667721,2015
02653,0.525346841829065,2015
02655,0.520085333814699,2015
02657,0.52100754336564,2015
02659,0.532190506149144,2015
02660,0.525512476271813,2015
02663,0.528617298432334,2015
02664,0.523639220894181,2015
02666,0.521007911383561,2015
02667,0.525738527289897,2015
02668,0.530721697549872,2015
02669,0.526371621486103,2015
02670,0.51924100836654,2015
02671,0.524879018406838,2015
02672,0.52873214055214,2015
02673,0.522109363684042,2015
02675,0.526834313684679,2015
02713,0.520009229353609,2015
02538,0.541480607859667,2015
02558,0.538827231753321,2015
02571,0.54356267887979,2015
02576,0.533510216478067,2015
02702,0.537480582282266,2015
02717,0.539234624273293,2015
02719,0.533551595634062,2015
02720,0.542891379598462,2015
02721,0.53930149262902,2015
02723,0.540600555074904,2015
02724,0.54310149184981,2015
02725,0.544793191714007,2015
02726,0.538619672859503,2015
02738,0.545960649217689,2015
02739,0.54399953483054,2015
02740,0.541698729271741,2015
02743,0.539359954240747,2015
02744,0.540018766723295,2015
02745,0.53784268125832,2015
02746,0.545958757465904,2015
02747,0.550762024795694,2015
02748,0.533333226024846,2015
02770,0.545716285457687,2015
02777,0.538434486687952,2015
02790,0.540882291430546,2015
02791,0.534902880741709,2015
02804,0.540385127698722,2015
02807,0.540058278391998,2015
02808,0.537913259703955,2015
02812,0.540554371596919,2015
02813,0.533056354100431,2015
02822,0.535834790085073,2015
02832,0.538940422654396,2015
02833,0.53211601036482,2015
02835,0.537016580376968,2015
02836,0.540465674457386,2015
02852,0.530879021670074,2015
02873,0.541723122596379,2015
02874,0.531571846753074,2015
02875,0.538613256148073,2015
02879,0.54225432147355,2015
02881,0.535646356512117,2015
02882,0.535987820589357,2015
02891,0.536016528877024,2015
02892,0.542967952234647,2015
02894,0.532563213817055,2015
02898,0.528523965494548,2015
02802,0.541646719201418,2015
02806,0.543849964865549,2015
02809,0.547501966851671,2015
02814,0.546979553540527,2015
02815,0.540144205248993,2015
02816,0.543886173325694,2015
02817,0.548147781312182,2015
02818,0.534409612311976,2015
02825,0.528180162421019,2015
02826,0.534716806653183,2015
02827,0.528977893886775,2015
02828,0.542033400986063,2015
02830,0.546946411978584,2015
02831,0.539431400794894,2015
02837,0.547917405118441,2015
02838,0.542085166558257,2015
02839,0.54878240619955,2015
02840,0.543836595268342,2015
02841,0.545949958495741,2015
02842,0.539228839373288,2015
02857,0.546251727708879,2015
02858,0.540150483409941,2015
02859,0.543082731433805,2015
02860,0.53171611122802,2015
02861,0.545048501607452,2015
02863,0.548351620730096,2015
02864,0.543647868174999,2015
02865,0.535589456368475,2015
02871,0.532980756707973,2015
02872,0.542904774345611,2015
02876,0.531852881142416,2015
02878,0.542734792665326,2015
02885,0.542913571571123,2015
02886,0.536719464948577,2015
02888,0.540852058284048,2015
02889,0.539003352262808,2015
02893,0.543435529885656,2015
02895,0.545048619273179,2015
02896,0.535181721630668,2015
02903,0.544930577178501,2015
02904,0.53623795719632,2015
02905,0.541549854026794,2015
02906,0.551522845280697,2015
02907,0.546327187651759,2015
02908,0.538104553986111,2015
02909,0.546606865074661,2015
02910,0.542241819946634,2015
02911,0.536141690377326,2015
02912,0.537906306320933,2015
02914,0.538864766949224,2015
02915,0.538272884643019,2015
02916,0.546207745161467,2015
02917,0.542157356256444,2015
02919,0.545017728868199,2015
02920,0.544708991655271,2015
02921,0.548593293222789,2015
03031,0.549469905715696,2015
03032,0.537685343698861,2015
03033,0.544253166354504,2015
03034,0.541800416692845,2015
03045,0.545882866834393,2015
03049,0.546857686480609,2015
03051,0.53914207966113,2015
03052,0.539587083577933,2015
03054,0.537893677391795,2015
03055,0.537749236523748,2015
03057,0.539529424819544,2015
03060,0.536317300364089,2015
03062,0.535452022951472,2015
03063,0.54250300738295,2015
03064,0.547969250119589,2015
03070,0.542772101292676,2015
03082,0.545181784117059,2015
03086,0.540354428893264,2015
03101,0.548633766827933,2015
03102,0.545251763972733,2015
03103,0.549270528581173,2015
03104,0.542034672041078,2015
03106,0.545555697085998,2015
03109,0.544544826921307,2015
03110,0.539903445347886,2015
03036,0.553435326922006,2015
03037,0.537372507523783,2015
03038,0.547369663834802,2015
03042,0.534309109941661,2015
03044,0.541810592753635,2015
03053,0.538341064887225,2015
03076,0.537702161270579,2015
03077,0.531660861352587,2015
03079,0.542226330718651,2015
03087,0.53377007158812,2015
03290,0.539466132686935,2015
03291,0.544271811403282,2015
03801,0.552336547172013,2015
03811,0.538779678829897,2015
03819,0.532911931980578,2015
03826,0.539756462584114,2015
03827,0.536390245334007,2015
03833,0.531471584125269,2015
03840,0.538916940739344,2015
03841,0.541220542871834,2015
03842,0.545165394098257,2015
03844,0.540972001578844,2015
03848,0.531635887740941,2015
03854,0.535474775434009,2015
03856,0.541032353279022,2015
03857,0.540574415276479,2015
03858,0.54430794922385,2015
03862,0.539577584870049,2015
03870,0.542532846755044,2015
03871,0.536188436669003,2015
03873,0.534487351149826,2015
03874,0.539472164829866,2015
03885,0.540862835043167,2015
03043,0.543158108480752,2015
03047,0.543428455592152,2015
03048,0.54761108950892,2015
03071,0.548248378376077,2015
03084,0.545530660811058,2015
03431,0.55570459785575,2015
03441,0.543853729400559,2015
03442,0.551171662052611,2015
03443,0.554002038668474,2015
03444,0.549752787536007,2015
03445,0.552247383183813,2015
03446,0.542651172156864,2015
03447,0.542092228890801,2015
03448,0.550803270979798,2015
03449,0.545073417783568,2015
03450,0.544954785747437,2015
03451,0.550732751274109,2015
03452,0.550081351004716,2015
03455,0.540653401287287,2015
03456,0.546656312582815,2015
03457,0.550390892030167,2015
03458,0.546347303997218,2015
03461,0.550908578744483,2015
03462,0.543477395215296,2015
03464,0.54863110971693,2015
03465,0.539428052477647,2015
03466,0.543890705952437,2015
03467,0.547771252830728,2015
03470,0.542890225231504,2015
03602,0.54719755904214,2015
03604,0.540940310111564,2015
03608,0.550588213483231,2015
03046,0.541697551808077,2015
03218,0.545623089660274,2015
03221,0.54267942574961,2015
03224,0.542878305008352,2015
03225,0.540870861089611,2015
03229,0.543578287557264,2015
03234,0.537401827980079,2015
03242,0.54771473007945,2015
03244,0.545610091271236,2015
03258,0.541735669963254,2015
03261,0.542703404272929,2015
03263,0.537265273516751,2015
03273,0.538754530653271,2015
03275,0.548301890738791,2015
03278,0.548580787949409,2015
03280,0.553702436057772,2015
03281,0.546809752372644,2015
03301,0.542928234075117,2015
03303,0.545842628196186,2015
03304,0.542703218385946,2015
03307,0.544601114338108,2015
03440,0.540225189109925,2015
03216,0.553254599417586,2015
03230,0.552340494999881,2015
03233,0.544161344298203,2015
03240,0.546042735300021,2015
03255,0.53991867394714,2015
03257,0.543488131972922,2015
03260,0.547928513969572,2015
03284,0.549614532823841,2015
03287,0.550676190654292,2015
03746,0.533911562238226,2015
03751,0.548371588803089,2015
03752,0.548820988347156,2015
03753,0.54249632614164,2015
03754,0.55098794947323,2015
03773,0.555979715805948,2015
03782,0.550870728424758,2015
03217,0.548072698184114,2015
03223,0.552204362190958,2015
03241,0.558325661027567,2015
03245,0.548353858683416,2015
03264,0.547939269201609,2015
03266,0.546162284567859,2015
03279,0.548784463068547,2015
03282,0.546888337815689,2015
03285,0.543312871800772,2015
03293,0.54403616233813,2015
03220,0.536152260063053,2015
03227,0.54080500189406,2015
03237,0.538142535491206,2015
03246,0.550958764425954,2015
03249,0.54365525857194,2015
03809,0.54494151219879,2015
03810,0.537130776864095,2015
03814,0.540048047406493,2015
03816,0.543017102906481,2015
03830,0.546113941300267,2015
03837,0.54083630013313,2015
03850,0.539479622965602,2015
03853,0.544693112502369,2015
03864,0.540621729946288,2015
03872,0.547703506841311,2015
03882,0.548999698435567,2015
03883,0.540563905639711,2015
03890,0.555939958476134,2015
03894,0.543057527245238,2015
03609,0.530059623780339,2015
06401,0.530026224382698,2015
06403,0.533184005412437,2015
06405,0.532178432870075,2015
06413,0.537891829501782,2015
06418,0.521433208228151,2015
06419,0.531565361251296,2015
06437,0.527008960253766,2015
06443,0.536969030293818,2015
06460,0.527676527831891,2015
06461,0.531834857824046,2015
06468,0.529346766629251,2015
06471,0.530125381558805,2015
06472,0.533146343658195,2015
06473,0.534465707785814,2015
06475,0.529109770922184,2015
06477,0.532234926521517,2015
06478,0.527683325799344,2015
06483,0.526477519325641,2015
06484,0.527319336765793,2015
06498,0.530337354470419,2015
06510,0.532419660699345,2015
06511,0.525918476450209,2015
06512,0.532797475533186,2015
06513,0.530234250938165,2015
06514,0.535992674997108,2015
06515,0.523679122900234,2015
06516,0.527769438434077,2015
06517,0.528372187550935,2015
06518,0.528023063461257,2015
06519,0.532495395847794,2015
06524,0.536606339961645,2015
06525,0.527575612543184,2015
06604,0.526523792111572,2015
06605,0.518442762164694,2015
06606,0.531052276239532,2015
06607,0.52521187317899,2015
06608,0.526310284804074,2015
06610,0.534214076457086,2015
06611,0.530535625061691,2015
06612,0.527022667839729,2015
06614,0.527256481913887,2015
06615,0.538312221634084,2015
06807,0.523500603478234,2015
06820,0.525998679632187,2015
06824,0.522415151204301,2015
06825,0.527564655423688,2015
06830,0.532518754354503,2015
06831,0.531667495232167,2015
06840,0.534115922037271,2015
06850,0.529858206170222,2015
06851,0.531708833070888,2015
06853,0.529966470597632,2015
06854,0.528339012299925,2015
06855,0.543525104383105,2015
06856,0.526890977350493,2015
06870,0.532584702491611,2015
06878,0.535828364704875,2015
06880,0.534654407643632,2015
06883,0.53045340683167,2015
06890,0.528931235842958,2015
06897,0.524304772769488,2015
06901,0.526116980130331,2015
06902,0.525178310199676,2015
06903,0.525606087967036,2015
06905,0.531082285828414,2015
06906,0.529209819919847,2015
06907,0.541491018084526,2015
03251,0.541659057580237,2015
03262,0.541707088789728,2015
03561,0.541204853353092,2015
03574,0.550902015914192,2015
03575,0.542288047634082,2015
03580,0.549045368928065,2015
03585,0.537840754530912,2015
03586,0.544279452193266,2015
03771,0.533964636207309,2015
03570,0.545682324459061,2015
03576,0.558015284129038,2015
03579,0.54681430597399,2015
03581,0.557848781056807,2015
03582,0.554551022241095,2015
03583,0.547359518847368,2015
03584,0.552325799336567,2015
03588,0.546343840852351,2015
03590,0.548465925279199,2015
03592,0.550108968694539,2015
03593,0.558518302651225,2015
03595,0.550142834194203,2015
03597,0.551228615609947,2015
03598,0.553870165698099,2015
04261,0.556520454521365,2015
05858,0.545315888240387,2015
05902,0.54897076264117,2015
05904,0.547739962398466,2015
05905,0.548145850965228,2015
05906,0.550540773929599,2015
03238,0.541834568519095,2015
03740,0.547299062224554,2015
03765,0.551124544827545,2015
03774,0.55595627025146,2015
03779,0.557299835176664,2015
03780,0.553909537800885,2015
03785,0.55266394374731,2015
05033,0.552585839605262,2015
05040,0.553487418586615,2015
05051,0.556091130089939,2015
05069,0.552667902129061,2015
05081,0.552456541539853,2015
03741,0.549020175414799,2015
03745,0.534182025081117,2015
03748,0.537668384545063,2015
03750,0.545659091514589,2015
03755,0.543061935714455,2015
03766,0.537575269988747,2015
03768,0.5382613265566,2015
03770,0.542303092933304,2015
03777,0.544680930678212,2015
03781,0.543032670021885,2015
03784,0.54506078676522,2015
05001,0.540502548145923,2015
05031,0.544465242646614,2015
05032,0.545311287128263,2015
05034,0.541902645835272,2015
05035,0.542397661102318,2015
05036,0.551285513558361,2015
05037,0.548211312737045,2015
05038,0.538261321846608,2015
05039,0.542883631609079,2015
05041,0.539450300492806,2015
05043,0.548633596564509,2015
05045,0.550603182698582,2015
05048,0.558959217922018,2015
05052,0.549962125712417,2015
05053,0.544115159352637,2015
05055,0.551532304323226,2015
05056,0.53897985608135,2015
05058,0.542505556342907,2015
05059,0.549486377583734,2015
05060,0.545560940321909,2015
05061,0.537810873760955,2015
05062,0.547723823258696,2015
05065,0.543806066683455,2015
05067,0.550319651258706,2015
05068,0.543137092396936,2015
05070,0.54306436019251,2015
05071,0.546136260181951,2015
05072,0.546775262449521,2015
05075,0.541999100926103,2015
05076,0.541516853151278,2015
05077,0.543578703141153,2015
05079,0.547062052326189,2015
05083,0.545793244829375,2015
05084,0.54469363800515,2015
05086,0.554175054223206,2015
05089,0.538111166139028,2015
05091,0.544136678809058,2015
05101,0.547603839554285,2015
05141,0.543771566273628,2015
05142,0.544626281247851,2015
05143,0.547429488418129,2015
05146,0.540204862252504,2015
05148,0.544164036690894,2015
05149,0.541723471835886,2015
05150,0.550138169036838,2015
05151,0.54404299166892,2015
05152,0.548147021323814,2015
05153,0.547504557612113,2015
05154,0.545264047972453,2015
05155,0.55295655032391,2015
05156,0.542601843872567,2015
05158,0.53486141447759,2015
05161,0.542023581339909,2015
05301,0.549169006761009,2015
05340,0.53838667425253,2015
05341,0.54853547353053,2015
05342,0.539162177603581,2015
05343,0.532968455971104,2015
05345,0.551348261464817,2015
05346,0.537997196302902,2015
05353,0.53917229962573,2015
05354,0.549662589535682,2015
05355,0.543917250239903,2015
05358,0.552275772339357,2015
05359,0.541204778895213,2015
05362,0.549979908114006,2015
05751,0.552087346541848,2015
05758,0.53789410273588,2015
05762,0.54106541149189,2015
05767,0.545093797249125,2015
05772,0.537716213508521,2015
03215,0.543692590858023,2015
03259,0.549120756250565,2015
03812,0.545887216467412,2015
03813,0.540876755907988,2015
03817,0.544533222318089,2015
03818,0.543567635646445,2015
03832,0.549276540439892,2015
03836,0.541859539696462,2015
03838,0.549212244579083,2015
03845,0.554049955940004,2015
03846,0.549072443869431,2015
03847,0.538377058772384,2015
03849,0.549916139310138,2015
03860,0.548564780117907,2015
03875,0.548295434919909,2015
03886,0.54204303624778,2015
03820,0.546180122041614,2015
03823,0.543227108811258,2015
03824,0.538342012917816,2015
03825,0.534555997501159,2015
03835,0.539295816346302,2015
03839,0.549011207960333,2015
03851,0.532139524810607,2015
03852,0.542243842405852,2015
03855,0.541041592981995,2015
03861,0.540663231803042,2015
03867,0.535906569926419,2015
03868,0.543407893310179,2015
03869,0.540268500308107,2015
03878,0.537355718460013,2015
03884,0.553587010591332,2015
03887,0.549352271856222,2015
03901,0.559221556827944,2015
03906,0.54177334433503,2015
03908,0.544305723653972,2015
04027,0.546061016244396,2015
03902,0.534480690016121,2015
03903,0.535736644575491,2015
03904,0.536783843685596,2015
03905,0.533360155404503,2015
03907,0.537165941161516,2015
